%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=208927, 2022/04/4 19:19:21.27)
17 154 1.583967e-02 5.269211e+01 -6.895656853182868763e-04 -6.723864771074587613e-04 -6.459888312077649531e-04 -5.883358704561962148e-04
18 163 1.410108e-02 5.024396e+01 -6.944234505861267889e-04 -6.944234505861267889e-04 -6.678268579385555383e-04 -5.641116346692276072e-04
19 172 1.470063e-02 5.047189e+01 -6.976515168579325169e-04 -6.976515168579325169e-04 -6.563067712233354662e-04 -5.976052636225532254e-04
20 181 1.289743e-02 4.891662e+01 -6.976515168579325169e-04 -6.946816901242556467e-04 -6.730474402887179960e-04 -6.499139870362933115e-04
21 190 1.224714e-02 4.874008e+01 -6.976515168579325169e-04 -6.930084361955076138e-04 -6.788933221263126778e-04 -5.494792784862858595e-04
22 199 1.171267e-02 4.677256e+01 -6.976515168579325169e-04 -6.940429277349892748e-04 -6.818193808361678980e-04 -6.517396391330506581e-04
23 208 1.071038e-02 4.569039e+01 -6.976515168579325169e-04 -6.924112154689467027e-04 -6.683330690647996822e-04 -6.489683000303449537e-04
24 217 1.036549e-02 4.485570e+01 -6.976515168579325169e-04 -6.932611812818754993e-04 -6.830871188679005224e-04 -6.620073887456003189e-04
25 226 1.081282e-02 4.152663e+01 -6.976515168579325169e-04 -6.880958038530021791e-04 -6.770834094308871790e-04 -6.226128086950331745e-04
26 235 9.898833e-03 4.026418e+01 -6.976515168579325169e-04 -6.917624159772501041e-04 -6.702169752251175205e-04 -6.563892517777784831e-04
27 244 8.969113e-03 3.980539e+01 -6.976515168579325169e-04 -6.948400195620531034e-04 -6.862364730055884807e-04 -6.698588672629297207e-04
28 253 8.196031e-03 3.834731e+01 -6.976515168579325169e-04 -6.931708214354313996e-04 -6.841918256894896633e-04 -6.389063369742281010e-04
29 262 7.889845e-03 3.659747e+01 -6.976515168579325169e-04 -6.948666949818442474e-04 -6.920473946340785585e-04 -6.852976863557561603e-04
30 271 7.461821e-03 3.658609e+01 -6.976515168579325169e-04 -6.953440408231248036e-04 -6.911284981737913363e-04 -6.641376256315710460e-04
31 280 7.019654e-03 3.636673e+01 -6.976515168579325169e-04 -6.949553208214511411e-04 -6.931939763662293367e-04 -6.810858035664332311e-04
32 289 6.860344e-03 3.588419e+01 -6.976515168579325169e-04 -6.963391633196087342e-04 -6.890757087485302815e-04 -6.745498515672044290e-04
33 298 6.712916e-03 3.545319e+01 -6.976515168579325169e-04 -6.952207819531871797e-04 -6.910512130608365867e-04 -6.847292974679443974e-04
34 307 6.256096e-03 3.550089e+01 -6.976515168579325169e-04 -6.970759498830568848e-04 -6.918749644419992274e-04 -6.797762474671436650e-04
35 316 6.653503e-03 3.413275e+01 -6.979464265486947641e-04 -6.979464265486947641e-04 -6.945075741795119027e-04 -6.864768046132333455e-04
36 325 6.900314e-03 3.378932e+01 -6.979464265486947641e-04 -6.968188657384477092e-04 -6.942462656865547137e-04 -6.902629769461009202e-04
37 334 7.191945e-03 3.370465e+01 -6.979464265486947641e-04 -6.976719188940736470e-04 -6.948645248880055709e-04 -6.799871306211155474e-04
38 343 6.587882e-03 3.365418e+01 -6.983872613050914630e-04 -6.983872613050914630e-04 -6.951751078495000801e-04 -6.711859192144523090e-04
39 352 6.884715e-03 3.269657e+01 -6.988695097048956608e-04 -6.988695097048956608e-04 -6.962420326544305031e-04 -6.875542647861545339e-04
40 361 6.803023e-03 3.206262e+01 -6.993974664326028674e-04 -6.993974664326028674e-04 -6.973623512645857597e-04 -6.914050659829146326e-04
41 370 7.737103e-03 3.207939e+01 -7.001092733371049861e-04 -7.001092733371049861e-04 -6.949408324829943343e-04 -6.884228243785772867e-04
42 379 7.350808e-03 3.292533e+01 -7.004639796541357183e-04 -7.004639796541357183e-04 -6.977839326994302732e-04 -6.950583211529485529e-04
43 388 6.801672e-03 3.303335e+01 -7.004639796541357183e-04 -6.988470926562726816e-04 -6.955936063568067713e-04 -6.902745895090974058e-04
44 397 5.951076e-03 3.329644e+01 -7.004639796541357183e-04 -7.000890119003709729e-04 -6.988184130472788105e-04 -6.932229233448088807e-04
45 406 5.499617e-03 3.378723e+01 -7.010346462676305670e-04 -7.010346462676305670e-04 -6.990383700117900039e-04 -6.917360061894333844e-04
46 415 5.060951e-03 3.412618e+01 -7.010346462676305670e-04 -6.996002380983271703e-04 -6.982852911215867847e-04 -6.949287109248772744e-04
47 424 5.152393e-03 3.324495e+01 -7.010346462676305670e-04 -7.007540856927653222e-04 -6.980478594601326539e-04 -6.952575645243338695e-04
48 433 4.659300e-03 3.254306e+01 -7.013313796135324735e-04 -7.013313796135324735e-04 -6.994741334415998432e-04 -6.967131670052991929e-04
49 442 4.460098e-03 3.364449e+01 -7.013313796135324735e-04 -7.008275910606994114e-04 -6.997083651598086981e-04 -6.971517860811105981e-04
50 451 3.666369e-03 3.421163e+01 -7.013313796135324735e-04 -7.009846681688211437e-04 -6.997973315073869119e-04 -6.993270070129370191e-04
51 460 3.923013e-03 3.649019e+01 -7.014312249394609108e-04 -7.014312249394609108e-04 -7.006368917362204877e-04 -6.995898520737061071e-04
52 469 4.602232e-03 3.923188e+01 -7.021004605015427041e-04 -7.021004605015427041e-04 -7.009754059154934408e-04 -6.990669157304896242e-04
53 478 4.583728e-03 4.116087e+01 -7.021004605015427041e-04 -7.020480844392137975e-04 -7.007974176033943212e-04 -6.996362604675731905e-04
54 487 4.673472e-03 4.339997e+01 -7.023302822148930896e-04 -7.023302822148930896e-04 -7.011585618459866302e-04 -6.997204540539136378e-04
55 496 5.142912e-03 4.714215e+01 -7.029442907303870818e-04 -7.029442907303870818e-04 -7.020051232013266480e-04 -7.002853706908509883e-04
56 505 5.126117e-03 4.725227e+01 -7.029442907303870818e-04 -7.029394707734668403e-04 -7.019280310573927607e-04 -7.005320964381093638e-04
57 514 4.410259e-03 4.710155e+01 -7.029442907303870818e-04 -7.028102802287481939e-04 -7.014950293343543948e-04 -6.993381208297954742e-04
58 523 4.981504e-03 5.339010e+01 -7.031426779686698360e-04 -7.031426779686698360e-04 -7.021467434144587454e-04 -6.998973644413253141e-04
59 532 5.267181e-03 5.686606e+01 -7.031426779686698360e-04 -7.030692063730075098e-04 -7.022399024903011426e-04 -6.992991423514117056e-04
60 541 5.209046e-03 6.108494e+01 -7.031426779686698360e-04 -7.030802801999524575e-04 -7.021928570862434778e-04 -6.999870899949355539e-04
61 550 4.895944e-03 6.421674e+01 -7.034268948193025820e-04 -7.034268948193025820e-04 -7.025687351097202604e-04 -7.015913773004240836e-04
62 559 4.991018e-03 6.690732e+01 -7.043649065333353445e-04 -7.043649065333353445e-04 -7.029517923790972855e-04 -7.012211421216482448e-04
63 568 5.298637e-03 7.095350e+01 -7.048271890137338021e-04 -7.048271890137338021e-04 -7.029711952327845174e-04 -7.023006701006681996e-04
64 577 6.036361e-03 8.057485e+01 -7.048271890137338021e-04 -7.045062097788385401e-04 -7.032582823190355620e-04 -7.018592874624181169e-04
65 586 7.406150e-03 7.516612e+01 -7.048271890137338021e-04 -7.045810508017233105e-04 -7.028087654255941877e-04 -7.008515198621792942e-04
66 595 8.247363e-03 8.151082e+01 -7.048271890137338021e-04 -7.047758495199407626e-04 -7.035657069795374840e-04 -6.979548460322854402e-04
67 604 9.540320e-03 8.401186e+01 -7.048271890137338021e-04 -7.047368397262614766e-04 -7.038981874439993432e-04 -7.001620865308721443e-04
68 613 9.896612e-03 8.764166e+01 -7.048271890137338021e-04 -7.038252453679369513e-04 -7.029542432870482683e-04 -6.918939257889515334e-04
69 622 8.433145e-03 9.008858e+01 -7.054038499307324107e-04 -7.054038499307324107e-04 -7.029605660169571321e-04 -6.929638541314834220e-04
70 631 7.060311e-03 8.881685e+01 -7.054038499307324107e-04 -7.047572862974372295e-04 -7.041969520891152613e-04 -7.009209008780875735e-04
71 640 5.988592e-03 8.803509e+01 -7.054038499307324107e-04 -7.048824210650887117e-04 -7.041592372703632877e-04 -7.033578264841930903e-04
72 649 5.563269e-03 8.620480e+01 -7.054038499307324107e-04 -7.052612990278183443e-04 -7.045154279247171046e-04 -7.025736467103393165e-04
73 658 4.861932e-03 8.579452e+01 -7.055907734006919849e-04 -7.055907734006919849e-04 -7.046214284090637596e-04 -7.039011606017389882e-04
74 667 4.593829e-03 8.457433e+01 -7.056370437189831389e-04 -7.056370437189831389e-04 -7.052115343776277270e-04 -7.049340513172854331e-04
75 676 4.169213e-03 8.358117e+01 -7.056370437189831389e-04 -7.056220931450381652e-04 -7.053944710457668750e-04 -7.047065203869731353e-04
76 685 3.999208e-03 8.265039e+01 -7.058722811453176050e-04 -7.058722811453176050e-04 -7.054216653495795977e-04 -7.048771456213557066e-04
77 694 4.144811e-03 8.319146e+01 -7.059447364091172954e-04 -7.059447364091172954e-04 -7.056049105712395870e-04 -7.051319521744255775e-04
78 703 4.042588e-03 8.498879e+01 -7.060135439283188536e-04 -7.060135439283188536e-04 -7.055836022045877069e-04 -7.047329375628371686e-04
79 712 3.434008e-03 8.577603e+01 -7.060135439283188536e-04 -7.057867060243625847e-04 -7.057000048993272235e-04 -7.049030529503946081e-04
80 721 3.385862e-03 8.770947e+01 -7.060135439283188536e-04 -7.058105585341842552e-04 -7.057162685778235051e-04 -7.054266268686598370e-04
81 730 3.011946e-03 8.738229e+01 -7.060135439283188536e-04 -7.058559522556443703e-04 -7.057055916140096740e-04 -7.052759877359527068e-04
82 739 2.733782e-03 8.658157e+01 -7.060135439283188536e-04 -7.059179934592360161e-04 -7.057837854095889030e-04 -7.054341324401382923e-04
83 748 2.873892e-03 7.745394e+01 -7.060135439283188536e-04 -7.059078876176390870e-04 -7.057464158074215231e-04 -7.056154346898675829e-04
84 757 2.681709e-03 7.795257e+01 -7.060135439283188536e-04 -7.059378392398261938e-04 -7.058913339891860744e-04 -7.056193053765635491e-04
85 766 2.672886e-03 7.827968e+01 -7.060135439283188536e-04 -7.059435248331772435e-04 -7.058413554886166456e-04 -7.055679912606301540e-04
86 775 2.658063e-03 7.377232e+01 -7.060135439283188536e-04 -7.059367228525426866e-04 -7.058177697237721015e-04 -7.055814196532603222e-04
87 784 2.616000e-03 7.358928e+01 -7.060135439283188536e-04 -7.059709506053862826e-04 -7.058690872841196298e-04 -7.055589608998973127e-04
88 793 2.465816e-03 7.797178e+01 -7.060285199073969026e-04 -7.060285199073969026e-04 -7.058573649769825029e-04 -7.056806497395793926e-04
89 802 2.576241e-03 7.794969e+01 -7.060538876087442059e-04 -7.060538876087442059e-04 -7.059359578927870997e-04 -7.058148665327560606e-04
90 811 2.616743e-03 7.786623e+01 -7.060538876087442059e-04 -7.060417511097574240e-04 -7.059836605708990666e-04 -7.059104970024925691e-04
91 820 2.681254e-03 7.898526e+01 -7.060538876087442059e-04 -7.060035662001869650e-04 -7.059798095390767492e-04 -7.058698512531686765e-04
92 829 2.457002e-03 7.826847e+01 -7.060538876087442059e-04 -7.060292163172695971e-04 -7.059607445174644405e-04 -7.057740323663100942e-04
93 838 2.142787e-03 7.869022e+01 -7.060538876087442059e-04 -7.060462471862606051e-04 -7.059712186326082273e-04 -7.058984319116574230e-04
94 847 1.876715e-03 7.838517e+01 -7.060583051168131848e-04 -7.060583051168131848e-04 -7.060103868402570638e-04 -7.059936109309700126e-04
95 856 1.558443e-03 7.869161e+01 -7.060583051168131848e-04 -7.060569876970266417e-04 -7.059969704384736876e-04 -7.059312146448510749e-04
96 865 1.305536e-03 7.824893e+01 -7.060583051168131848e-04 -7.060494974006213849e-04 -7.060328800698972666e-04 -7.059671652740291074e-04
97 874 1.180954e-03 7.969788e+01 -7.060645359330088629e-04 -7.060645359330088629e-04 -7.060462398253614970e-04 -7.060308883876373950e-04
98 883 1.091629e-03 8.005589e+01 -7.060646985084162094e-04 -7.060646985084162094e-04 -7.060417028136060577e-04 -7.060158017563206720e-04
99 892 9.155895e-04 7.972341e+01 -7.060646985084162094e-04 -7.060644925038977527e-04 -7.060600559216888283e-04 -7.060183757039639133e-04
100 901 8.429358e-04 7.875851e+01 -7.060694330149723270e-04 -7.060694330149723270e-04 -7.060610395430923399e-04 -7.060448212447388442e-04
101 910 8.142800e-04 7.821254e+01 -7.060695072877144719e-04 -7.060695072877144719e-04 -7.060641782188244175e-04 -7.060579286116165903e-04
102 919 8.026254e-04 8.668479e+01 -7.060695072877144719e-04 -7.060679709260395467e-04 -7.060635447405253038e-04 -7.060545781208378904e-04
103 928 7.253624e-04 8.647349e+01 -7.060701302962151633e-04 -7.060701302962151633e-04 -7.060646417500616827e-04 -7.060563761041407146e-04
104 937 7.126960e-04 8.742809e+01 -7.060701302962151633e-04 -7.060697010578136134e-04 -7.060677782247093935e-04 -7.060591500095863334e-04
105 946 6.310838e-04 8.601908e+01 -7.060701302962151633e-04 -7.060699389232520055e-04 -7.060674441175539317e-04 -7.060590154613198164e-04
106 955 5.546040e-04 8.524530e+01 -7.060715828727168446e-04 -7.060715828727168446e-04 -7.060667443070413329e-04 -7.060633296698043057e-04
107 964 4.951092e-04 8.350857e+01 -7.060715828727168446e-04 -7.060708205603566899e-04 -7.060698434469004628e-04 -7.060636854466762445e-04
108 973 4.400593e-04 8.164530e+01 -7.060715828727168446e-04 -7.060709238691121204e-04 -7.060693273523380858e-04 -7.060668059752406344e-04
109 982 3.984606e-04 7.937794e+01 -7.060715828727168446e-04 -7.060710285121528807e-04 -7.060701632177088195e-04 -7.060685278366259868e-04
110 991 3.844681e-04 8.262521e+01 -7.060715828727168446e-04 -7.060713659871539500e-04 -7.060704459554538199e-04 -7.060693187739689510e-04
111 1000 3.480459e-04 8.090251e+01 -7.060716288965537130e-04 -7.060716288965537130e-04 -7.060704384611307324e-04 -7.060673425898669579e-04
112 1009 3.004063e-04 8.179748e+01 -7.060716288965537130e-04 -7.060716050501154341e-04 -7.060710052941361788e-04 -7.060700855019636304e-04
113 1018 2.915938e-04 8.180659e+01 -7.060716761829267723e-04 -7.060716761829267723e-04 -7.060714493768671619e-04 -7.060702275128087711e-04
114 1027 2.679170e-04 8.122009e+01 -7.060717742511232395e-04 -7.060717742511232395e-04 -7.060712600116757741e-04 -7.060704498099772911e-04
115 1036 2.453039e-04 8.398823e+01 -7.060718342995764285e-04 -7.060718342995764285e-04 -7.060715255465513287e-04 -7.060710261130179535e-04
116 1045 2.120776e-04 8.483121e+01 -7.060718342995764285e-04 -7.060717356273873025e-04 -7.060715118184548696e-04 -7.060711087385949068e-04
117 1054 1.882276e-04 8.497596e+01 -7.060718342995764285e-04 -7.060716968182163648e-04 -7.060716022580314872e-04 -7.060714151757821640e-04
118 1063 1.641834e-04 8.597469e+01 -7.060718503740697274e-04 -7.060718503740697274e-04 -7.060716107356063576e-04 -7.060714731425788912e-04
119 1072 1.395400e-04 8.596923e+01 -7.060718503740697274e-04 -7.060718244398691938e-04 -7.060716708324215772e-04 -7.060715391752434705e-04
120 1081 1.251357e-04 8.540374e+01 -7.060718503740697274e-04 -7.060718136707603903e-04 -7.060717536966187435e-04 -7.060716475376907410e-04
121 1090 1.205571e-04 8.311385e+01 -7.060718503740697274e-04 -7.060718428287156290e-04 -7.060717845075680215e-04 -7.060717405886053708e-04
122 1099 1.122249e-04 8.490976e+01 -7.060718503740697274e-04 -7.060718283759671692e-04 -7.060717791507111363e-04 -7.060716989645424504e-04
123 1108 9.853782e-05 8.548434e+01 -7.060718503740697274e-04 -7.060718288182683128e-04 -7.060717850589003303e-04 -7.060717116560361398e-04
124 1117 9.177542e-05 8.492195e+01 -7.060718503740697274e-04 -7.060718371898035486e-04 -7.060718221830741825e-04 -7.060717549399770244e-04
125 1126 8.765949e-05 8.883166e+01 -7.060718503740697274e-04 -7.060718312485291664e-04 -7.060718184218579092e-04 -7.060717728697340958e-04
126 1135 7.882349e-05 9.086632e+01 -7.060718503740697274e-04 -7.060718419157712127e-04 -7.060718228463129607e-04 -7.060718075829072954e-04
