%  columns="iteration, evaluation, void, void, void, xmean" (startseed=208927, 2022/04/4 19:19:21.27)
0 1 0 0 0 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1 10 0 0 0 1.424326e-02 -1.006216e-02 -1.558197e-02 -2.773866e-04 -1.307959e-03 2.927572e-03 
2 19 0 0 0 1.715103e-02 -6.090132e-03 9.459210e-04 -7.552524e-05 -3.649154e-04 1.924471e-03 
3 28 0 0 0 1.230192e-02 -1.256986e-02 3.385584e-02 4.195966e-04 -2.356128e-04 2.555950e-03 
4 37 0 0 0 2.458198e-02 6.270568e-03 -7.706546e-03 3.853327e-04 -3.362195e-04 1.478418e-03 
5 46 0 0 0 2.121738e-02 -1.065319e-02 9.910485e-03 6.772730e-04 -7.615103e-04 1.667838e-03 
6 55 0 0 0 2.682422e-02 -6.430340e-03 -9.314928e-04 3.678691e-04 -1.407589e-04 -7.773197e-06 
7 64 0 0 0 2.974224e-02 1.580861e-03 3.672202e-03 2.264714e-04 -2.160367e-04 8.446282e-04 
8 73 0 0 0 2.532151e-02 1.516425e-03 1.192345e-02 4.437273e-04 1.987879e-04 -4.767085e-04 
9 82 0 0 0 2.557417e-02 4.585826e-03 -1.705375e-03 7.501468e-04 2.348359e-04 7.487008e-05 
10 91 0 0 0 3.137461e-02 -5.083709e-03 1.857738e-03 7.692049e-04 4.146676e-04 -7.410889e-04 
11 100 0 0 0 4.121973e-02 -4.668527e-03 -1.774967e-04 8.362274e-04 5.744274e-04 -1.413539e-03 
12 109 0 0 0 3.313063e-02 -7.758040e-03 1.036337e-02 1.081180e-03 7.274120e-04 -1.366751e-04 
13 118 0 0 0 4.532942e-02 -6.505248e-03 4.625359e-03 8.200247e-04 8.547245e-04 -4.806807e-05 
14 127 0 0 0 4.040842e-02 -8.850564e-03 1.314583e-02 7.116234e-04 6.447710e-04 -5.768854e-04 
15 136 0 0 0 4.039164e-02 -6.226973e-03 3.188396e-03 7.636943e-04 8.031076e-04 -7.694069e-04 
16 145 0 0 0 4.104754e-02 -5.017007e-03 7.277538e-03 6.328130e-04 7.987441e-04 -5.193051e-04 
17 154 0 0 0 4.276121e-02 -6.432238e-03 1.114901e-02 5.870290e-04 7.357929e-04 -4.192852e-04 
18 163 0 0 0 4.129159e-02 -7.192691e-03 5.949472e-03 7.837239e-04 6.238796e-04 -4.346487e-04 
19 172 0 0 0 4.252311e-02 -5.268731e-03 1.895410e-03 5.128693e-04 4.070803e-04 -4.862799e-04 
20 181 0 0 0 4.002736e-02 -4.982975e-03 4.118433e-03 7.270790e-04 5.030671e-04 -6.255946e-04 
21 190 0 0 0 3.801550e-02 -8.084211e-03 5.689736e-03 7.258793e-04 5.256424e-04 -8.504959e-04 
22 199 0 0 0 3.667729e-02 -6.195707e-03 2.991619e-03 8.483975e-04 4.345570e-04 -6.317925e-04 
23 208 0 0 0 3.688723e-02 -6.594182e-03 4.246395e-03 8.322651e-04 3.439306e-04 -6.694330e-04 
24 217 0 0 0 3.899734e-02 -6.048415e-03 2.950788e-03 7.849805e-04 2.352046e-04 -6.488675e-04 
25 226 0 0 0 4.142129e-02 -6.116420e-03 3.341550e-03 8.820848e-04 2.442202e-04 -5.223543e-04 
26 235 0 0 0 4.221094e-02 -7.475359e-03 4.207458e-03 7.769553e-04 3.006800e-04 -7.129691e-04 
27 244 0 0 0 4.299915e-02 -7.208872e-03 2.931580e-03 7.353764e-04 3.904261e-04 -7.249435e-04 
28 253 0 0 0 4.142521e-02 -6.076083e-03 3.007057e-03 6.665355e-04 3.376322e-04 -8.016470e-04 
29 262 0 0 0 4.159737e-02 -5.226923e-03 2.570980e-03 6.070826e-04 3.851778e-04 -8.089390e-04 
30 271 0 0 0 4.326504e-02 -5.278951e-03 1.811505e-03 5.757692e-04 3.056209e-04 -6.767331e-04 
31 280 0 0 0 4.301994e-02 -5.159892e-03 1.899772e-03 5.364056e-04 2.497191e-04 -6.871586e-04 
32 289 0 0 0 4.279109e-02 -4.659607e-03 9.217787e-04 4.882560e-04 2.159005e-04 -8.343464e-04 
33 298 0 0 0 4.405256e-02 -5.311065e-03 2.809633e-03 4.689957e-04 2.627957e-04 -5.792448e-04 
34 307 0 0 0 4.345929e-02 -4.137169e-03 1.588116e-03 4.376341e-04 2.361865e-04 -5.793889e-04 
35 316 0 0 0 4.348201e-02 -3.701272e-03 1.928500e-03 4.573196e-04 3.691781e-04 -5.533672e-04 
36 325 0 0 0 4.495758e-02 -4.190437e-03 2.413105e-03 5.042738e-04 3.699113e-04 -3.684858e-04 
37 334 0 0 0 4.323945e-02 -3.276321e-03 8.769620e-04 4.716150e-04 3.739644e-04 -2.734756e-04 
38 343 0 0 0 4.274976e-02 -3.364359e-03 1.068913e-03 4.535590e-04 3.568924e-04 -2.969461e-04 
39 352 0 0 0 4.060722e-02 -4.043024e-03 1.341525e-03 4.891872e-04 4.221896e-04 -4.430413e-04 
40 361 0 0 0 4.035862e-02 -3.907690e-03 2.206289e-03 4.200182e-04 3.439870e-04 -4.721798e-04 
41 370 0 0 0 3.747446e-02 -3.682623e-03 1.835863e-03 4.102461e-04 3.404599e-04 -5.618518e-04 
42 379 0 0 0 3.744967e-02 -4.171318e-03 2.445993e-03 5.026607e-04 3.636364e-04 -5.665168e-04 
43 388 0 0 0 3.821536e-02 -3.936730e-03 3.420056e-03 5.182633e-04 3.927052e-04 -3.495979e-04 
44 397 0 0 0 3.815419e-02 -3.928569e-03 1.710825e-03 5.134934e-04 4.035311e-04 -3.638793e-04 
45 406 0 0 0 3.685600e-02 -4.135888e-03 1.742792e-03 5.532306e-04 4.298919e-04 -4.765904e-04 
46 415 0 0 0 3.787774e-02 -4.296019e-03 2.770095e-03 5.651695e-04 4.757968e-04 -3.673883e-04 
47 424 0 0 0 3.781241e-02 -3.662612e-03 1.500700e-03 4.528592e-04 3.757190e-04 -5.171627e-04 
48 433 0 0 0 3.672751e-02 -3.722223e-03 1.551090e-03 5.251310e-04 3.755775e-04 -4.696131e-04 
49 442 0 0 0 3.576452e-02 -3.944526e-03 1.623534e-03 5.546180e-04 3.679384e-04 -4.477075e-04 
50 451 0 0 0 3.678100e-02 -4.043606e-03 1.695436e-03 5.465329e-04 4.147270e-04 -4.453217e-04 
51 460 0 0 0 3.556560e-02 -3.547692e-03 2.332220e-03 4.985181e-04 3.664640e-04 -4.545959e-04 
52 469 0 0 0 3.479962e-02 -3.084417e-03 1.136677e-03 4.634186e-04 2.848956e-04 -4.702161e-04 
53 478 0 0 0 3.414006e-02 -2.916318e-03 1.564247e-03 4.754076e-04 3.240417e-04 -4.894271e-04 
54 487 0 0 0 3.329908e-02 -3.047694e-03 2.204217e-03 5.035215e-04 3.645559e-04 -4.121542e-04 
55 496 0 0 0 3.178706e-02 -3.351702e-03 2.258937e-03 5.263731e-04 3.699407e-04 -3.780427e-04 
56 505 0 0 0 3.203897e-02 -3.542056e-03 2.129173e-03 5.275562e-04 3.807063e-04 -3.352731e-04 
57 514 0 0 0 3.218346e-02 -3.444275e-03 1.497751e-03 5.339695e-04 3.705382e-04 -3.973737e-04 
